variable_1,variable_2
The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,Ìkórira agbègbè náà fa agbára láti kọ ìlànà tó ní ṣe pẹ̀lú ìbálòpọ́ fún ojú òpó tó gba àlejò tó mílíọ́nù mídíà gbangba.
"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.","Isé sísẹ náà lọ́pọ̀lọpọ̀ jẹ fún ẹ̀kọ́, sùgbón kíkọ́ ètò náà jẹ láti sẹ àfiwẹ́ra àkíyèsí tó di sísẹ nípa Sagirrarius lójú òrun."
The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,Awon agbara iji omi lo le ko ipa ti egbe naa n wa laarin ohun dudu galaksi ati nkan dudu Ona Milik.
"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","Gẹ́lẹ́ bí òṣùpá ṣe ń ṣe pẹlú ayé, tí yóò sì jẹ́ kí ó gún, bẹ́ẹ̀ ni Milky Way ṣe máa ń ṣe pẹ̀lú Sagittarius galaxy."
The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.,O ṣeéṣe fún àwọn onímọ̀ sáyẹnsì latí pinu pé ohun dúdú ma ń ran ohun dúdú mín bí ohun désé ṣe ma n ràn án.
"This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.","Àlàyé yìí sọ pé àwọn ǹkan dúdú tó wà ní àyíkà galaxy ló wà ní àyíká galaxy gẹ́gẹ́ bí halo, àwọn ǹkan kékèké ló gbedúró."
Television reports show white smoke coming from the plant.,Iroyin lati ori amohunmaworan fihan pe efin n jade lati inu koriko wa.
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","Àwọn aláṣẹ abẹ́lé ti ń sèkìlọ̀ fáwọn òsìṣẹ́ lágbègbè iléeṣẹ́ láti dúró sílé, pa ẹ̀rọ amúnlétutù, kí wọ́n má sì mú omi ẹ̀rọ."
"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","Ní ìbámu pẹ̀lú àjọ ohun àmúsagbàra ti Japan, kẹ́míkà tóní ìpalára àti iodine tí di àwárí ní ilé́ isẹ́ náà."
Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,Awon alase ma n daba pe eyi toka si pe awon kolo to n di epo uraniumu ni ni oju ibe le ti be ati pe o n jo.
Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,Dr. Tony Moll sàwárí Extremely Drug Resistant Tuberculosis (XDR-TB) ní KwaZulu-Natal lẹ́kùn South African.
"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","Ninu iforoworo kan, o wi pe irufe titun naa o n “danilamu pupo o de n fa ijaya nitoripe osuwon iku ti o le sokun fa, o ga.”"
"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","Dokita Moli ro wipe awon alaisan kan leti fara ko kokoro naa ni ile-iwosan,ati wipe meji lara won je osise eleto ile-iwosan naa."
"In one year's time, an infected person may infect 10 to 15 close contacts.","Bí yíò bá fi di ọdún kan sí àkókò yìí, ènìyàn kan tó ní ààrùn lè kó o ran ẹni mẹ́wàá sí márùndínlógún mííràn tó bá ní ìfarakínra."
"However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.","Àmọ́ṣa, ìda XDR-TB nínú gbogbo àwọn èèyà tó ní ikọ́ àwúgbẹ sì kéré níye: ẹgbẹ̀rún mẹ́fà nínú èèyàn ọ̀jì lé lọ́ọ̀dúnrún ó dín mẹ́wàá ni ó ní lákòókò kan nílẹ̀ South Africa."
"The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.","Sátẹ̀láìtì náà, méjèjì tó wọ́n ju 1000 pounds lọ,tí wọ́n s;i rin ìrìn àjò tó tó máàlì 17,500 ní wákàtí,kọlu máàlì 491 lórí ilẹ̀."
Scientists say the explosion caused by the collision was massive.,Àwọn onímò Sayensi wípé búbúgbàmà ti ìkọlù náà jẹ títóbi gan.
They are still trying to determine just how large the crash was and how the Earth will be affected.,Won si n sagbeyewo bii ijamba naa se tobi to ati ipa ti o ma ko lori Aye.
The United States Strategic Command of the U.S. Department of Defense office is tracking the debris.,Àṣẹ ọgbọ́n ti United States tí ẹ̀ka olùgbèjà U.S wà àwọn ǹkan tó kù.
The result of plotting analysis will be posted to a public website.,Èsì yíya àwòrán yíò jáde sórí ìtàkùn ayélujára o ní gbogbogbò.
"A doctor who worked at Children's Hospital of Pittsburgh, Pennsylvania will be charged with aggravated murder after her mother was found dead in the trunk of her car Wednesday, authorities in Ohio say.","Àwọn agbófinro ni Ohio sọ pé, Oníṣègùn tó ṣiṣẹ́ ni ilé ìwòsàn àwọn ọmọdé tí ó wà ní Pittsburgh, ni Pennsylvania ni wọn yóò fi ẹ̀sùn ìpànìyàn kàn lẹ́yìn tí wọn bá òkú ìyá rẹ̀ lẹ́yìn ọkọ̀ rẹ̀ ní ọjọ́rú."
"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.","Dr. Malar Balasubramanian, ẹni ọdún mọ́kàndínlọ́gbọ̀n ní wọ́n rí ní Blue Ash, Ohio, agbègbè tó dàbí máìlì márùndínlógún sí àríwá Cincinnati, tó sùn sí ẹ̀gbẹ́ ojú ọ̀nà nínú aṣọ T-shirt àti àwọ̀tẹ́lẹ̀ nípò tó sàfihàn pé ó ń lo òògùn."
She directed officers to her black Oldsmobile Intrigue which was 500 feet away.,Ó darí àwọn agbófinró sí ọkọ̀ dúdú rẹ̀ èyí tó wa bí i ìwọ̀n ẹsẹ̀ ẹ̀ẹ́dẹ́gbẹ̀ta sí i.
"There, they found the body of Saroja Balasubramanian, 53, covered with blood-stained blankets.","Níbè, wọn rí ará Saroja Balasubramanian, métàlẹ́làáadọ́ta, tí a bò pèlú àwọn aṣo ìbora ẹ̀jẹ."
Police said that the body appeared to have been there for about a day.,Àwọn ọlọ́pàá sọ pé ó dàbí ẹni wípé ara náà ti wà níbẹ̀ fún bí i ọjọ́ kan.
The first cases of the disease this season were reported in late July.,Ìgbà àkọ́kọ́ tí wọ́n ma rí àrùn náà ní àkókò yìí ni ní ìparí oṣù kéje.
"The disease is carried by pigs, which then migrates to humans through mosquitos.","Àwọn elede lo ma n gbé àrùn náà, a wá ti ara ẹ̀fọn fọ́nká sí ọmọ èyan."
"The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.","Àjàkálẹ̀ ti mún kí ìjọba ilẹ̀ India gbé ìgbésẹ̀ láti gbé ìgbésẹ̀ fi darí àwọn tó ń mún ẹlẹ́dẹ̀ láwọn agbègbè típalára wà, pín ẹgbẹ̀lẹ́gbẹ̀ kọ́tìnì ẹ̀fọn àti òògùn fínfín ẹ̀fọn."
"Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year.","Àwọn ìjọba ti ṣe lérí pé ọ̀pọ̀lọpọ̀ abẹ́rẹ́ àjẹsára encephalitis, èyí tó ma rànwálọ́wọ́ láti gbáradì fún àwọn àjọ ìlera fún ọdún tó ń bọ̀."
Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,Wọn dínwọ̀ ètò láti jíṣẹ́ ògùn maporo sí agbègbè tó kópa jù nítorí àìsowo àti pe wọn ò fiṣe nkan pàtàkì láàrín àwọn àrùn.
"In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.","Ní ọdún 1956, Slania kó lọ sí Sweden, níbití ó ti bẹ̀rẹ̀ iṣẹ́ fún ilé iṣẹ́ ìfìwéránṣẹ́ Sweden lẹ́yìn ọdún mẹ́ta tó sì di olórí ayàwòrán."
"He produced over 1,000 stamps for Sweden and 28 other countries.","O se staampi oye to ju 1,000 fun Swidini ati awon ilu 28 omiran."
"His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.",Iṣẹ́ rẹ̀ ní gbajúmọ̀ àti tó jẹ́ pé ó wà lára àwọn “òrúkọ ìdílé” díẹ̀ lára àwọn filatelisti. Àwọn kan ma n ṣa iṣẹ́ rẹ̀ nìkan.
"His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","Òǹtẹ̀ ọgọ́rùń rẹ̀ tóbi gan “Great Deeds by Swedish Kings” nípasẹ́ David Klocker Ehrenstrahi ní ọdún 2000, tí a kọ sílẹ̀ nínú ìwé Guiness of World Records."
"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.","Ó tún lọ́wọ́ nínú yíya àwòrán owó fún ọ̀pọ̀lọpọ̀ orílẹ̀èdè, àpẹrẹ iṣẹ́ rẹ̀ lọ́wọ́lọ́wọ́ ni àwòrán olóòtú àgbà níwájú owó Canada tuntun bíi dọ́là márùn ún àti ọgọ́rùn ún dọ́là."
"After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.","Lẹ́yìn tí ìjàǹbá náà ṣẹlẹ̀, wọ́n gbé Gibson lọ sí ilé ìwòsàn ṣùgbọn kò pẹ́ lẹ́yìn rẹ̀ ni ó kú."
"The truck driver, who is aged 64, was not injured in the crash.","Awako to je omo odun 64, o sese ni ijamba oko naa."
The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.,Wọn yọ ọkọ naa gangan kuro loju ibi ti ijamba naa ti ṣẹlẹ ni bii ago 1200 GMT lọjọ na.
"A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying.""",Èèyàn kan tò ń siṣẹ́ ní ibi ìgbọ́kọ̀sí tó súnmọ́ ibi tí ìjàm̀bá ti wáyé ní “Àwọn ọmọ́dé ń dúró láti ré kọjá ojú pópó àti pé wọ́n ń pariwo bẹ́ẹ̀sì ni wọ́n ń sọkún.”
They all ran back from where the accident had happened.,Gbogbo wọn sá kúrò níbití ìjàmbá ti wáyé.
"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.","Àwọn ǹkan tó wà lórí ètò ní Bali ní títọ́jú aginjú tó kùn ní àgbáyé, àti pínpín ìma ẹ̀ró láti ran àwọn orílẹ̀ èdè tó ṣì ń dàgbà dáadáa."
The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.,UN tún ní ìrètí láti parí ìkówójọ láti ran àwọn orílẹ̀ èdè tó ní ìkọlù global warming lọ́wọ́.
"The money could go toward flood-proof houses, better water management, and crop diversification.","Owó náà lè jẹ́ fún kíkọ́ ilé tágbàrá kò le wọ̀, tí yíò le sàkóso omi dáadáa òhun dídari ohun ọ̀gbìn."
Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.,Fluke ko wipe igbiyanju awon kan lati teri awon obinrin ki won ma ba soro nipa ailera awon obinrin mo lo jasi pabo.
She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,"Ó pinu pé nítorí ọ̀pọ̀ ọ̀rọ̀ àti àmoran dídára tí tọkùnrin tọbìrin firánṣẹ́ síi, tí wọ́n wípé kí òògùn tó ń dènà oyún jẹ́ dandan."
"When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.","Nigba ti ija pari ti awon ti won farapa lo si ile iwosan, bi ogoji awon to seku ni ogba ewon duro si inu ogba ti won si ko jale lati wo inu ewon pada."
"Negotiators tried to rectify the situation, but the prisoners' demands are not clear.","Àwọn tó ń dúnàdùra gbìyànjú láti sàtúnse ìṣẹ̀lẹ̀ náà, ṣùgbón ǹkan tí àwọn ęlẹ́wọ̀n fẹ́ ò yé ni."
"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","Laarin ago 10:00-11:00 ale MDT, awon elewon to wa ninu ogba bere ina kan."
"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","Láìpẹ́, àwọnòṣìṣẹ́ tí wọ́n ti ró ni agbára láti kọjú ìjà wọ inú ọgbà, wọn sì muh àwọn ẹlẹwọ̀n pẹlú tajútaj."
Fire rescue crews eventually doused the fire by 11:35 pm.,Àwọn panápaná pàpà pa ìná ní 11:35 pm.
"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.","Lẹ́yìn tí odò náà di kíkó ní 1963, àwọn àgbàrá àkókò tó má ń ta ẹrọ̀fọ̀ ká kiri ló di dídádúró."
"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.",Àwọn gẹ̀dẹ̀gẹ́dẹ̀ yìí yẹ fún àti se yanrìn abẹ́ omi àti etí òkun èyí tí yí ò jẹ́ ibùgbé àwọn abẹ̀mí.
"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","Nítorínà ẹ̀yà ẹja méjì tí di ohun ìgbàgbé,bẹ́ẹ̀ àwọn méjì míràn wà nínú ewu, pẹ̀lú èyí tó suké."
"Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.",Biotilejepe ibi ti omi naa de a maa ga si leyin iji omi awon ofisa ni ireti pe o ma to lati da awon iyepe to ti ru sita pada si inu omi.
"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","Kòsí ìkìlọ̀ fún tsunami, àti gẹ́gẹ́ bí àjọ Jakarta geophysics ṣe sọ́,kòsí ìkìlọ̀ nítorí ilẹ̀ mímì kò dé 6.5."
"Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.","Bótilẹ̀jẹ́ wípé kò sí ìdúnkòkò ilẹ̀ ríru, síbẹ̀ àwọn olùgbé tí ń fòyà, wón dè bẹ̀rẹ̀ síní fi okoòwò àti ilé wọn sílẹ̀."
"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.","Lóòótọ́ Winfrey ń sọkún lákòókò ìdágbére rẹ̀, ó sọ s´ di mímọ̀ fáwọn olólùfẹ́ rẹ̀ pé òun padà bọ̀."
"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""", “Eyi kii se o di gba. Eyi je ipari abala kan ati ibere titu.”
"Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.",Èsì ìdìbò ààrẹ àti tilé ìgbìmọ̀ asòfin ti sàfihàn wípé ààrẹ̀ tó wà lórí àlééfà Hifikepunye Pohamba náà ni wọ́n tún yàn sípò pẹ̀lú ààlà tó pọ̀.
"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.",Ẹ̀gbẹ́ tó n dari ìlú Egbe Guusu Iwo Oorun (SWAPO) nílo èyàn púpọ̀ ní ìbò ìgbìmọ̀ àwọn aṣòfin.
